Date,Open,High,Low,Close,Adj Close,Volume,Year,Price Change
2023-03-29,1966.1,1966.1,1966.1,1966.1,1966.1,21.0,2023,0.0
2023-03-28,1972.4,1972.4,1972.4,1972.4,1972.4,21.0,2023,0.0
2023-03-27,1957.2,1957.2,1952.4,1952.4,1952.4,877.0,2023,-4.7999999999999545
2023-03-24,1991.7,1995.4,1982.1,1982.1,1982.1,19.0,2023,-9.600000000000136
2023-03-23,1990.5,1994.6,1990.5,1993.8,1993.8,33.0,2023,3.2999999999999545
2023-03-22,1946.8,1974.0,1946.8,1946.8,1946.8,50.0,2023,0.0
2023-03-21,1973.8,1973.8,1938.0,1938.0,1938.0,47.0,2023,-35.799999999999955
2023-03-20,1988.3,2003.9,1968.9,1979.2,1979.2,389.0,2023,-9.099999999999907
2023-03-17,1946.0,1985.1,1946.0,1969.8,1969.8,82.0,2023,23.799999999999955
2023-03-16,1909.9,1931.7,1909.9,1919.0,1919.0,394.0,2023,9.099999999999907
2023-03-15,1903.9,1926.6,1898.5,1926.6,1926.6,564.0,2023,22.699999999999815
2023-03-14,1912.2,1912.2,1901.1,1906.2,1906.2,107.0,2023,-6.0
2023-03-13,1890.8,1913.1,1875.1,1911.7,1911.7,503.0,2023,20.90000000000009
2023-03-10,1852.3,1868.5,1852.0,1862.0,1862.0,248.0,2023,9.700000000000044
2023-03-09,1816.4,1829.3,1815.6,1829.3,1829.3,332.0,2023,12.899999999999864
2023-03-08,1811.6,1812.9,1811.5,1812.7,1812.7,75.0,2023,1.1000000000001364
2023-03-07,1840.9,1840.9,1813.9,1813.9,1813.9,450.0,2023,-27.0
2023-03-06,1853.3,1853.8,1844.2,1847.9,1847.9,5.0,2023,-5.399999999999864
2023-03-03,1837.3,1855.4,1837.3,1847.7,1847.7,61.0,2023,10.400000000000093
2023-03-02,1830.0,1836.3,1830.0,1833.5,1833.5,154.0,2023,3.5
2023-03-01,1827.1,1841.7,1827.1,1837.7,1837.7,211.0,2023,10.600000000000136
2023-02-28,1808.1,1830.0,1808.1,1828.9,1828.9,618.0,2023,20.800000000000185
2023-02-27,1811.6,1817.5,1808.9,1817.0,1817.0,829.0,2023,5.400000000000091
2023-02-24,1808.8,1808.8,1808.8,1808.8,1808.8,404.0,2023,0.0
2023-02-23,1826.4,1827.5,1818.0,1818.0,1818.0,291.0,2023,-8.400000000000091
2023-02-22,1835.7,1836.2,1825.1,1832.0,1832.0,278.0,2023,-3.7000000000000455
2023-02-21,1842.6,1843.0,1833.0,1833.0,1833.0,862.0,2023,-9.599999999999907
2023-02-17,1827.4,1842.2,1818.4,1840.4,1840.4,35.0,2023,13.0
2023-02-16,1838.6,1843.7,1827.2,1842.0,1842.0,222.0,2023,3.400000000000091
2023-02-15,1842.0,1842.0,1828.2,1834.2,1834.2,368.0,2023,-7.799999999999954
2023-02-14,1854.1,1862.0,1846.2,1854.0,1854.0,656.0,2023,-0.099999999999909
2023-02-13,1859.0,1861.0,1850.0,1851.9,1851.9,569.0,2023,-7.099999999999909
2023-02-10,1861.6,1863.5,1852.4,1862.8,1862.8,27.0,2023,1.2000000000000457
2023-02-09,1875.3,1884.6,1859.8,1866.2,1866.2,223.0,2023,-9.099999999999907
2023-02-08,1872.1,1880.4,1872.1,1877.4,1877.4,230.0,2023,5.300000000000182
2023-02-07,1870.0,1875.7,1868.0,1871.7,1871.7,297.0,2023,1.7000000000000457
2023-02-06,1865.6,1880.0,1863.4,1866.2,1866.2,424.0,2023,0.6000000000001364
2023-02-03,1912.4,1917.0,1861.5,1862.9,1862.9,992.0,2023,-49.5
2023-02-02,1952.3,1959.1,1911.3,1916.3,1916.3,748.0,2023,-36.0
2023-02-01,1927.2,1955.0,1922.0,1927.8,1927.8,2290.0,2023,0.599999999999909
2023-01-31,1923.0,1930.4,1900.6,1929.5,1929.5,1910.0,2023,6.5
2023-01-30,1928.3,1933.6,1920.3,1922.9,1922.9,27220.0,2023,-5.399999999999864
2023-01-27,1928.6,1928.6,1928.6,1928.6,1928.6,150902.0,2023,0.0
2023-01-26,1936.6,1937.1,1927.1,1929.1,1929.1,131.0,2023,-7.5
2023-01-25,1941.2,1941.2,1939.8,1941.2,1941.2,7.0,2023,0.0
2023-01-24,1931.8,1936.8,1931.8,1933.9,1933.9,201.0,2023,2.1000000000001364
2023-01-23,1926.5,1927.1,1915.0,1927.1,1927.1,218.0,2023,0.599999999999909
2023-01-20,1922.1,1928.5,1921.4,1926.4,1926.4,1346.0,2023,4.300000000000182
2023-01-19,1922.1,1931.8,1922.1,1922.1,1922.1,371.0,2023,0.0
2023-01-18,1911.1,1911.1,1903.1,1904.4,1904.4,1027.0,2023,-6.699999999999818
2023-01-17,1920.1,1920.1,1905.2,1907.2,1907.2,706.0,2023,-12.899999999999864
2023-01-16,1920.1,1920.1,1912.4,1912.4,1912.4,512.0,2023,-7.699999999999818
2023-01-13,1899.0,1920.9,1898.3,1918.4,1918.4,512.0,2023,19.40000000000009
2023-01-12,1877.2,1897.4,1877.2,1895.5,1895.5,59.0,2023,18.299999999999955
2023-01-11,1873.1,1877.8,1873.1,1874.6,1874.6,1236.0,2023,1.5
2023-01-10,1877.8,1878.1,1871.6,1871.6,1871.6,101.0,2023,-6.2000000000000455
2023-01-09,1867.0,1880.0,1867.0,1872.7,1872.7,62.0,2023,5.7000000000000455
2023-01-06,1838.4,1868.2,1835.3,1864.2,1864.2,26.0,2023,25.799999999999955
2023-01-05,1855.2,1855.2,1834.8,1834.8,1834.8,24.0,2023,-20.40000000000009
2023-01-04,1845.6,1859.1,1845.6,1852.8,1852.8,25.0,2023,7.2000000000000455
2023-01-03,1836.2,1839.7,1836.2,1839.7,1839.7,29.0,2023,3.5
2023-01-02,,,,,,,2023,
2022-12-30,1817.0,1822.3,1816.8,1819.7,1819.7,95.0,2022,2.700000000000045
2022-12-29,1805.8,1819.5,1805.8,1819.5,1819.5,277.0,2022,13.700000000000044
2022-12-28,1803.2,1807.9,1803.1,1807.9,1807.9,434.0,2022,4.7000000000000455
2022-12-27,1803.4,1826.3,1803.4,1814.8,1814.8,69.0,2022,11.399999999999864
2022-12-26,,,,,,,2022,
2022-12-23,1794.3,1802.8,1794.1,1795.9,1795.9,49.0,2022,1.6000000000001364
2022-12-22,1818.1,1818.1,1785.0,1787.0,1787.0,411.0,2022,-31.09999999999991
2022-12-21,1817.4,1821.4,1814.4,1815.9,1815.9,35.0,2022,-1.5
2022-12-20,1786.5,1821.4,1786.5,1815.9,1815.9,51.0,2022,29.40000000000009
2022-12-19,1791.6,1796.3,1785.6,1787.7,1787.7,79.0,2022,-3.899999999999864
2022-12-16,1777.9,1791.4,1777.9,1790.0,1790.0,206.0,2022,12.099999999999907
2022-12-15,1801.0,1801.0,1774.8,1777.2,1777.2,421.0,2022,-23.799999999999955
2022-12-14,1810.8,1812.8,1797.9,1807.5,1807.5,1074.0,2022,-3.2999999999999545
2022-12-13,1780.7,1819.8,1780.5,1813.9,1813.9,205.0,2022,33.200000000000045
2022-12-12,1787.3,1793.9,1777.7,1780.5,1780.5,85.0,2022,-6.7999999999999545
2022-12-09,1794.9,1804.3,1791.1,1798.1,1798.1,125.0,2022,3.199999999999818
2022-12-08,1782.0,1790.9,1782.0,1788.7,1788.7,713.0,2022,6.7000000000000455
2022-12-07,1769.3,1790.3,1769.3,1785.5,1785.5,422.0,2022,16.200000000000045
2022-12-06,1768.6,1779.4,1767.9,1769.3,1769.3,105.0,2022,0.7000000000000455
2022-12-05,1795.7,1808.0,1764.3,1767.4,1767.4,1713.0,2022,-28.299999999999955
2022-12-02,1802.0,1802.3,1779.4,1795.9,1795.9,1725.0,2022,-6.099999999999909
2022-12-01,1768.7,1803.7,1768.7,1801.1,1801.1,1053.0,2022,32.399999999999864
2022-11-30,1748.1,1769.4,1745.1,1746.0,1746.0,3339.0,2022,-2.099999999999909
2022-11-29,1739.5,1758.2,1737.9,1748.4,1748.4,19416.0,2022,8.900000000000091
2022-11-28,1741.3,1741.3,1740.1,1740.1,1740.1,132767.0,2022,-1.2000000000000457
2022-11-25,1753.0,1757.9,1749.2,1753.3,1753.3,216.0,2022,0.2999999999999545
2022-11-23,1736.5,1750.9,1736.5,1744.9,1744.9,39.0,2022,8.400000000000091
2022-11-22,1741.7,1741.7,1738.3,1738.3,1738.3,15.0,2022,-3.400000000000091
2022-11-21,1739.0,1744.9,1736.1,1737.4,1737.4,544.0,2022,-1.599999999999909
2022-11-18,1763.3,1763.3,1747.6,1751.9,1751.9,414.0,2022,-11.399999999999864
2022-11-17,1763.0,1763.0,1756.0,1760.8,1760.8,18.0,2022,-2.200000000000045
2022-11-16,1776.6,1778.9,1773.0,1773.0,1773.0,303.0,2022,-3.599999999999909
2022-11-15,1770.8,1773.8,1769.9,1773.8,1773.8,57.0,2022,3.0
2022-11-14,1762.0,1773.6,1761.6,1773.6,1773.6,358.0,2022,11.599999999999907
2022-11-11,1763.8,1766.0,1757.6,1766.0,1766.0,257.0,2022,2.200000000000045
2022-11-10,1708.2,1750.3,1708.2,1750.3,1750.3,325.0,2022,42.09999999999991
2022-11-09,1707.4,1720.2,1706.0,1710.1,1710.1,497.0,2022,2.699999999999818
2022-11-08,1703.2,1712.1,1703.2,1712.1,1712.1,23.0,2022,8.899999999999864
2022-11-07,1676.9,1677.9,1672.9,1676.5,1676.5,42.0,2022,-0.4000000000000909
2022-11-04,1630.2,1674.5,1629.0,1672.5,1672.5,159.0,2022,42.29999999999996
2022-11-03,1629.2,1629.2,1615.1,1627.3,1627.3,1427.0,2022,-1.900000000000091
2022-11-02,1650.8,1664.7,1634.0,1645.7,1645.7,612.0,2022,-5.099999999999909
2022-11-01,1630.8,1653.7,1630.8,1645.0,1645.0,985.0,2022,14.200000000000044
2022-10-31,1641.8,1641.8,1633.4,1635.9,1635.9,522.0,2022,-5.899999999999864
2022-10-28,1661.0,1661.0,1638.7,1639.6,1639.6,626.0,2022,-21.40000000000009
2022-10-27,1660.7,1660.7,1660.7,1660.7,1660.7,2298.0,2022,0.0
2022-10-26,1649.8,1667.0,1649.8,1664.0,1664.0,89.0,2022,14.200000000000044
2022-10-25,1648.2,1652.8,1637.3,1652.8,1652.8,880.0,2022,4.599999999999909
2022-10-24,1662.7,1662.7,1648.7,1648.7,1648.7,29.0,2022,-14.0
2022-10-21,1634.1,1653.9,1634.1,1651.0,1651.0,224.0,2022,16.90000000000009
2022-10-20,1622.8,1641.4,1622.8,1630.8,1630.8,477.0,2022,8.0
2022-10-19,1637.5,1637.5,1627.5,1627.5,1627.5,84.0,2022,-10.0
2022-10-18,1651.4,1655.2,1649.0,1649.0,1649.0,597.0,2022,-2.400000000000091
2022-10-17,1650.2,1657.0,1646.8,1657.0,1657.0,238.0,2022,6.7999999999999545
2022-10-14,1665.3,1667.0,1640.0,1641.7,1641.7,82.0,2022,-23.59999999999991
2022-10-13,1675.2,1675.3,1641.5,1670.0,1670.0,729.0,2022,-5.2000000000000455
2022-10-12,1668.0,1672.7,1668.0,1670.3,1670.3,149.0,2022,2.2999999999999545
2022-10-11,1661.8,1678.7,1661.0,1678.7,1678.7,167.0,2022,16.90000000000009
2022-10-10,1693.4,1693.4,1667.0,1667.3,1667.3,195.0,2022,-26.100000000000136
2022-10-07,1710.1,1710.1,1693.7,1700.5,1700.5,179.0,2022,-9.599999999999907
2022-10-06,1721.0,1723.3,1709.1,1711.7,1711.7,133.0,2022,-9.299999999999956
2022-10-05,1724.1,1726.6,1703.0,1711.4,1711.4,418.0,2022,-12.699999999999818
2022-10-04,1701.2,1728.0,1696.0,1721.1,1721.1,291.0,2022,19.899999999999864
2022-10-03,1667.2,1700.0,1661.9,1692.9,1692.9,410.0,2022,25.700000000000045
2022-09-30,1661.7,1672.7,1658.0,1662.4,1662.4,548.0,2022,0.7000000000000455
2022-09-29,1657.0,1662.6,1640.0,1658.5,1658.5,6028.0,2022,1.5
2022-09-28,1620.4,1660.4,1620.4,1660.4,1660.4,18311.0,2022,40.0
2022-09-27,1632.2,1636.6,1626.7,1626.7,1626.7,888.0,2022,-5.5
2022-09-26,1623.3,1623.3,1623.3,1623.3,1623.3,1205.0,2022,0.0
2022-09-23,1667.0,1667.0,1645.3,1645.3,1645.3,1224.0,2022,-21.700000000000045
2022-09-22,1668.3,1670.8,1668.3,1670.8,1670.8,973.0,2022,2.5
2022-09-21,1665.5,1680.1,1664.6,1664.6,1664.6,2337.0,2022,-0.900000000000091
2022-09-20,1659.7,1659.7,1659.7,1659.7,1659.7,2830.0,2022,0.0
2022-09-19,1661.8,1669.4,1658.5,1666.2,1666.2,580.0,2022,4.400000000000091
2022-09-16,1660.4,1674.9,1651.7,1671.7,1671.7,464.0,2022,11.299999999999956
2022-09-15,1685.5,1686.0,1662.3,1665.4,1665.4,1125.0,2022,-20.09999999999991
2022-09-14,1698.7,1701.8,1696.5,1696.5,1696.5,532.0,2022,-2.200000000000045
2022-09-13,1720.5,1720.5,1697.3,1705.0,1705.0,432.0,2022,-15.5
2022-09-12,1727.4,1728.1,1727.4,1728.1,1728.1,68.0,2022,0.6999999999998181
2022-09-09,1719.2,1720.0,1712.8,1716.2,1716.2,635.0,2022,-3.0
2022-09-08,1718.2,1718.2,1705.3,1708.0,1708.0,1193.0,2022,-10.200000000000044
2022-09-07,1694.8,1715.3,1694.7,1715.3,1715.3,651.0,2022,20.5
2022-09-06,1709.7,1717.4,1699.7,1700.4,1700.4,697.0,2022,-9.299999999999956
2022-09-05,,,,,,,2022,
2022-09-02,1703.4,1715.7,1703.1,1709.8,1709.8,182.0,2022,6.399999999999864
2022-09-01,1707.9,1707.9,1693.9,1696.6,1696.6,683.0,2022,-11.300000000000182
2022-08-31,1718.3,1720.9,1708.5,1712.8,1712.8,2133.0,2022,-5.5
2022-08-30,1736.4,1739.0,1720.7,1723.2,1723.2,385.0,2022,-13.200000000000044
2022-08-29,1732.4,1741.2,1732.1,1736.6,1736.6,950.0,2022,4.199999999999818
2022-08-26,1754.0,1755.0,1736.1,1736.1,1736.1,202.0,2022,-17.90000000000009
2022-08-25,1761.6,1761.8,1755.0,1757.7,1757.7,172.0,2022,-3.899999999999864
2022-08-24,1745.0,1751.8,1743.6,1747.8,1747.8,187.0,2022,2.7999999999999545
2022-08-23,1738.0,1748.9,1731.9,1746.8,1746.8,509.0,2022,8.799999999999955
2022-08-22,1740.5,1740.5,1726.5,1734.0,1734.0,347.0,2022,-6.5
2022-08-19,1753.7,1754.3,1747.5,1747.6,1747.6,49.0,2022,-6.100000000000136
2022-08-18,1762.9,1762.9,1753.4,1755.3,1755.3,321.0,2022,-7.600000000000136
2022-08-17,1769.7,1769.7,1760.0,1760.3,1760.3,23.0,2022,-9.400000000000093
2022-08-16,1777.4,1777.4,1771.4,1773.2,1773.2,308.0,2022,-4.2000000000000455
2022-08-15,1799.0,1799.0,1774.7,1781.4,1781.4,64.0,2022,-17.59999999999991
2022-08-12,1786.3,1800.4,1784.3,1798.6,1798.6,187.0,2022,12.299999999999956
2022-08-11,1794.3,1794.3,1785.7,1789.7,1789.7,1235.0,2022,-4.599999999999909
2022-08-10,1804.4,1804.9,1787.8,1795.6,1795.6,601.0,2022,-8.800000000000182
2022-08-09,1790.0,1796.1,1789.0,1794.0,1794.0,249.0,2022,4.0
2022-08-08,1771.8,1786.8,1771.8,1786.8,1786.8,127.0,2022,15.0
2022-08-05,1791.2,1791.4,1764.2,1772.9,1772.9,645.0,2022,-18.299999999999955
2022-08-04,1769.4,1792.1,1767.7,1788.5,1788.5,285.0,2022,19.09999999999991
2022-08-03,1756.7,1770.5,1753.0,1758.0,1758.0,399.0,2022,1.2999999999999543
2022-08-02,1772.1,1786.6,1759.4,1771.1,1771.1,1078.0,2022,-1.0
2022-08-01,1763.9,1772.5,1756.1,1769.0,1769.0,705.0,2022,5.099999999999909
2022-07-29,1754.0,1765.7,1750.0,1762.9,1762.9,3485.0,2022,8.900000000000091
2022-07-28,1732.3,1755.0,1732.0,1750.3,1750.3,37236.0,2022,18.0
2022-07-27,1719.1,1719.1,1719.1,1719.1,1719.1,144865.0,2022,0.0
2022-07-26,1718.0,1718.0,1717.7,1717.7,1717.7,1.0,2022,-0.2999999999999545
2022-07-25,1727.0,1732.0,1719.0,1719.0,1719.0,67.0,2022,-8.0
2022-07-22,1713.3,1735.0,1713.0,1727.1,1727.1,61.0,2022,13.799999999999956
2022-07-21,1687.0,1715.5,1679.8,1712.7,1712.7,183.0,2022,25.700000000000045
2022-07-20,1707.1,1708.5,1699.5,1699.5,1699.5,130.0,2022,-7.599999999999909
2022-07-19,1712.3,1714.4,1706.1,1710.0,1710.0,1684.0,2022,-2.2999999999999545
2022-07-18,1712.2,1712.4,1709.2,1709.2,1709.2,264.0,2022,-3.0
2022-07-15,1705.4,1709.7,1701.1,1702.4,1702.4,721.0,2022,-3.0
2022-07-14,1710.3,1710.5,1704.5,1704.5,1704.5,1289.0,2022,-5.7999999999999545
2022-07-13,1710.0,1734.2,1710.0,1734.2,1734.2,368.0,2022,24.200000000000045
2022-07-12,1734.2,1735.5,1723.3,1723.3,1723.3,451.0,2022,-10.900000000000093
2022-07-11,1732.5,1736.7,1730.0,1730.0,1730.0,75.0,2022,-2.5
2022-07-08,1738.1,1749.3,1732.1,1740.6,1740.6,370.0,2022,2.5
2022-07-07,1745.2,1745.2,1737.0,1737.9,1737.9,1869.0,2022,-7.299999999999954
2022-07-06,1762.5,1768.0,1734.0,1734.9,1734.9,1729.0,2022,-27.59999999999991
2022-07-05,1805.4,1805.4,1761.8,1761.8,1761.8,64.0,2022,-43.600000000000136
2022-07-04,,,,,,,2022,
2022-07-01,1795.5,1806.1,1791.6,1798.9,1798.9,77.0,2022,3.400000000000091
2022-06-30,1809.6,1817.3,1801.0,1804.1,1804.1,328.0,2022,-5.5
2022-06-29,1818.3,1830.3,1812.8,1813.7,1813.7,173.0,2022,-4.599999999999909
2022-06-28,1824.2,1826.0,1817.5,1817.5,1817.5,391.0,2022,-6.7000000000000455
2022-06-27,1830.5,1830.7,1819.9,1820.9,1820.9,77.0,2022,-9.599999999999907
2022-06-24,1820.5,1826.5,1815.8,1826.5,1826.5,61.0,2022,6.0
2022-06-23,1835.5,1841.2,1825.7,1825.7,1825.7,9.0,2022,-9.799999999999956
2022-06-22,1829.5,1842.7,1821.6,1834.3,1834.3,115.0,2022,4.7999999999999545
2022-06-21,1835.3,1838.6,1830.1,1834.6,1834.6,216.0,2022,-0.7000000000000455
2022-06-20,,,,,,,2022,
2022-06-17,1853.7,1853.7,1833.6,1835.6,1835.6,170.0,2022,-18.100000000000136
2022-06-16,1819.2,1850.6,1814.9,1845.7,1845.7,136.0,2022,26.5
2022-06-15,1814.1,1839.0,1810.8,1815.3,1815.3,108.0,2022,1.2000000000000457
2022-06-14,1825.0,1825.5,1805.3,1809.5,1809.5,536.0,2022,-15.5
2022-06-13,1873.8,1873.8,1818.7,1828.0,1828.0,127.0,2022,-45.79999999999996
2022-06-10,1842.7,1875.6,1823.9,1871.5,1871.5,1490.0,2022,28.799999999999955
2022-06-09,1846.1,1850.1,1837.9,1848.8,1848.8,159.0,2022,2.700000000000045
2022-06-08,1844.8,1855.0,1844.4,1851.9,1851.9,218.0,2022,7.100000000000136
2022-06-07,1836.9,1851.6,1835.0,1847.5,1847.5,1168.0,2022,10.599999999999907
2022-06-06,1849.0,1854.1,1839.2,1839.2,1839.2,142.0,2022,-9.799999999999956
2022-06-03,1867.6,1871.8,1845.4,1845.4,1845.4,53.0,2022,-22.199999999999815
2022-06-02,1845.4,1868.7,1842.1,1866.5,1866.5,551.0,2022,21.09999999999991
2022-06-01,1831.0,1847.9,1825.3,1843.3,1843.3,1623.0,2022,12.299999999999956
2022-05-31,1850.3,1862.1,1832.8,1842.7,1842.7,4073.0,2022,-7.599999999999909
2022-05-30,,,,,,,2022,
2022-05-27,1848.3,1860.7,1845.9,1851.3,1851.3,30091.0,2022,3.0
2022-05-26,1840.4,1847.4,1840.4,1847.4,1847.4,123355.0,2022,7.0
2022-05-25,1846.2,1846.2,1846.2,1846.2,1846.2,,2022,0.0
2022-05-24,1852.5,1867.0,1852.5,1865.1,1865.1,33.0,2022,12.599999999999907
2022-05-23,1846.3,1863.0,1845.8,1847.8,1847.8,216.0,2022,1.5
2022-05-20,1839.1,1841.8,1836.3,1841.8,1841.8,110.0,2022,2.700000000000045
2022-05-19,1810.9,1841.2,1810.7,1841.2,1841.2,138.0,2022,30.299999999999955
2022-05-18,1815.0,1819.7,1805.0,1815.9,1815.9,311.0,2022,0.900000000000091
2022-05-17,1824.9,1828.6,1816.7,1818.2,1818.2,121.0,2022,-6.7000000000000455
2022-05-16,1790.5,1813.5,1787.0,1813.5,1813.5,34.0,2022,23.0
2022-05-13,1825.0,1825.0,1807.4,1807.4,1807.4,335.0,2022,-17.59999999999991
2022-05-12,1849.8,1851.9,1822.2,1823.8,1823.8,153.0,2022,-26.0
2022-05-11,1841.5,1852.6,1841.0,1852.6,1852.6,892.0,2022,11.099999999999907
2022-05-10,1839.9,1839.9,1839.9,1839.9,1839.9,1540.0,2022,0.0
2022-05-09,1866.6,1867.5,1854.0,1857.1,1857.1,304.0,2022,-9.5
2022-05-06,1874.7,1890.3,1871.5,1881.2,1881.2,214.0,2022,6.5
2022-05-05,1897.0,1904.3,1874.0,1874.0,1874.0,80.0,2022,-23.0
2022-05-04,1867.0,1867.0,1867.0,1867.0,1867.0,1.0,2022,0.0
2022-05-03,1868.8,1868.8,1868.8,1868.8,1868.8,466.0,2022,0.0
2022-05-02,1896.7,1896.8,1853.0,1861.8,1861.8,385.0,2022,-34.90000000000009
2022-04-29,1902.7,1918.2,1902.4,1909.3,1909.3,132.0,2022,6.599999999999909
2022-04-28,1883.8,1893.0,1872.9,1888.7,1888.7,513.0,2022,4.900000000000091
2022-04-27,1897.8,1900.6,1882.2,1885.9,1885.9,1786.0,2022,-11.899999999999864
2022-04-26,1900.5,1909.1,1894.0,1901.4,1901.4,302.0,2022,0.900000000000091
2022-04-25,1925.0,1925.0,1889.3,1893.2,1893.2,748.0,2022,-31.799999999999955
2022-04-22,1949.6,1950.4,1930.2,1931.0,1931.0,178.0,2022,-18.59999999999991
2022-04-21,1942.5,1944.9,1942.5,1944.9,1944.9,4.0,2022,2.400000000000091
2022-04-20,1945.5,1953.6,1945.5,1952.3,1952.3,621.0,2022,6.7999999999999545
2022-04-19,1973.8,1978.3,1945.7,1955.7,1955.7,130.0,2022,-18.09999999999991
2022-04-18,1973.4,1997.1,1972.8,1982.9,1982.9,196.0,2022,9.5
2022-04-14,1977.2,1978.7,1963.0,1970.9,1970.9,101.0,2022,-6.2999999999999545
2022-04-13,1969.5,1981.0,1969.5,1981.0,1981.0,204.0,2022,11.5
2022-04-12,1952.5,1977.1,1950.6,1972.1,1972.1,246.0,2022,19.59999999999991
2022-04-11,1946.6,1968.4,1941.8,1944.3,1944.3,163.0,2022,-2.2999999999999545
2022-04-08,1928.8,1947.7,1928.8,1941.6,1941.6,153.0,2022,12.799999999999956
2022-04-07,1919.5,1934.8,1919.5,1933.8,1933.8,311.0,2022,14.299999999999956
2022-04-06,1916.7,1931.8,1916.7,1918.4,1918.4,138.0,2022,1.7000000000000457
2022-04-05,1927.1,1943.5,1918.4,1922.9,1922.9,412.0,2022,-4.199999999999818
